id,vendedor,tag_loja,avaliacoes,descricao,fl_item_ativo,link,produtos_a_venda,produtos_vendidos,tempo_medio_envio,no_enjoei_desde,anomesdia_particao
68,caravana,loja em destaque,(5 avaliações),"webcam clone 10028 - 5.0mp - microfone embutido - 6 leds com ajuste de brilho - usb possui 6 leds frontais potentes com ajuste manual, garantindo imagem clara mesmo em ambientes escuros. resolução de 5.0mp (interpolada) e microfone embutido para maior praticidade. conexão usb simples (plug & play).",1,https://www.enjoei.com.br/p/webcam-clone-10028-5-0mp-microfone-embutido-6-leds-146267803?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=28,40,38,1 dia,jun/2025,20260710
69,jaqueline,loja em destaque,(277 avaliações),"suporte de celular para avião, suporte de viagem portátil para mesa de voo ajustável, rotativo e dobrável. medidas na foto . novo na caixa . nunca usado . r$ 29",1,https://www.enjoei.com.br/p/suporte-de-celular-145549210?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=29,225,790,2 dias,mai/2021,20260710
70,juliana,loja em destaque,(39 avaliações),"relógio inteligente na cor preta, novo e na caixa. acompanha duas pulseiras pretas, sendo uma de silicone e outra de metal, além de carregador. ideal para quem busca tecnologia e estilo no dia a dia.",1,https://www.enjoei.com.br/p/relogio-inteligente-preto-142155922?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=30,106,204,5 dias,jan/2018,20260710
71,luiz,"Mogi das Cruzes, SP",(0 avaliação),"notebook 100% original, nunca foi recondicionado e sem riscos. processador intel core i5-3337u, hd 1tb (não possui ssd), 4gb ram, windows 10 pro 64 bits. todas as portas de entrada funcionando, incluindo leitor de cartões sd e micro sd. único detalhe: notebook funciona apenas conectado à tomada.",1,https://www.enjoei.com.br/p/notebook-dell-i5-3337u-hd-1tb-4gb-ram-145509841?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,4,0,n/a,jun/2026,20260710
72,maria,"Macaé, RJ",(2 avaliações),"aceito ofertas!!nintendo wii na cor branca, acompanha controle e jogos originais: wii sports, astro boy the video game e mario strikers charged. console usado, mas em bom estado de conservação.",0,https://www.enjoei.com.br/p/nintendo-wii-com-controle-e-jogos-originais-145833264?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,1,4,n/a,jan/2018,20260710
73,erika,"São Carlos, SP",(161 avaliações),"massageador para celulite, funcionando perfeitamente e fácil de usar. é bivolt, ideal para quem busca praticidade e resultados. acompanha bolsa para guardar e transportar.",1,https://www.enjoei.com.br/p/massageador-para-celulite-bivolt-144881710?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,60,290,1 dia,jan/2023,20260710
74,michelle,"São José, SC",(20 avaliações),"macbook air 15"" m3 (2024) - 512gb ssd / 8gb ram.estado de novo! única dona, impecável, zero riscos ou marcas. sempre usado com capinha desde o primeiro dia.bateria excelente. acompanha carregador original.motivo da venda: ganhei um modelo novo.não aceito trocas.",1,https://www.enjoei.com.br/p/macbook-air-15-m3-2024-512gb-ssd-8gb-ram-impecavel-unica-dona-144693121?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,2,111,16 dias,nov/2013,20260710
75,thay,"nilópolis, RJ",(0 avaliação),"iphone 13, 256gb, 75% de bateria.novo, nunca foi trocado nada.",1,https://www.enjoei.com.br/p/iphone-13-142250998?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,1,0,n/a,mai/2026,20260710
76,junior,"Medianeira, PR",(0 avaliação),transforme sua tv antiga ou monitor em smart com esse dispositivo da amazon.pouco usada.,1,https://www.enjoei.com.br/p/amazon-fire-tv-stick-lite-1-geracao-146298693?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=6,11,1,n/a,set/2019,20260710
77,jayne,"Ribeirão Preto, SP",(0 avaliação),"câmera digital panasonic lumix na cor preta, com estabilizador de imagem óptico. acompanha bateria e cartão de memória sandisk, além de uma bolsa para transporte. não acompanha carregador. produto usado, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/camera-digital-panasonic-lumix-preta-146226574?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=7,3,0,n/a,mai/2021,20260710
78,pedro,"Rio Claro, SP",(0 avaliação),"tela: 6,4"" fhd+ com tecnologia amoled dinâmico 2x e taxa de atualização fluida de 120 hz.desempenho: processador octa-core com 8 gb de memória ram.armazenamento: disponível em 128 gb, (sem cartão microsd).câmeras traseiras: três cameras 12 mp, uma lente ultra wide e telefoto 8mp com zoom.câmera frontal: lente de 32 mp.bateria: 4500 mah e 25 w.",1,https://www.enjoei.com.br/p/celular-samsung-galaxy-s21-fe-128gb-142813993?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=8,1,0,n/a,mar/2026,20260710
79,carla,"Brasília, DF",(287 avaliações),"câmera sony cyber-shot g hx20v 18.2 megapixels.acompanha duas baterias originais, carregador original, cartão de memória e tripé.sensor exmor r cmos de 18.2 megapixelslente g sonyzoom óptico 20xtela lcd 3 polegadasgravação de vídeos em full hd 1080ppossui algumas marcas de uso na tela.",0,https://www.enjoei.com.br/p/camera-sony-cyber-shot-hx20v-18-2-megapixels-146263621?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=9,42,758,1 dia,abr/2016,20260710
80,carla,"Brasília, DF",(287 avaliações),"game boy fat dmg amarelo clássicotudo funcionando, possui mancha na tela, conforme as fotos do anúncio. acompanha um jogo.",1,https://www.enjoei.com.br/p/game-boy-classico-dmg-fat-amarelo-146210390?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=10,42,758,1 dia,abr/2016,20260710
81,carla,"Brasília, DF",(287 avaliações),"câmera canon ixy 20 is sd1100 8 megapixelsfuncionando perfeitamente.acompanha caixa, cartão de memória, bateria e carregador original, adaptador para transferir fotos e tripé.8 megapixelstela 2.5 polegadas",1,https://www.enjoei.com.br/p/camera-canon-ixy-20-is-146210263?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=11,42,758,1 dia,abr/2016,20260710
82,carla,"Brasília, DF",(287 avaliações),"câmera samsung sh100  14.2 megapixelsfuncionando perfeitamente.acompanha cartão de memória, bateria, carregador, adaptador para transferir fotos e tripé14.2  megapixelszoom óptico 5xtela touch 3 polegadas",1,https://www.enjoei.com.br/p/camera-samsung-sh100-vermelha-146210191?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=12,42,758,1 dia,abr/2016,20260710
83,carla,"Brasília, DF",(287 avaliações),magic mouse 2 cinza espacial modelo a1657funcionando perfeitamente. acompanha caixa e cabo.,1,https://www.enjoei.com.br/p/apple-magic-mouse-2-cinza-espacial-146192357?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=13,42,758,1 dia,abr/2016,20260710
84,carla,"Brasília, DF",(287 avaliações),"câmera canon powershot g7x mark ii 20.1 megapixelstudo funcionando perfeitamente.acompanha:bateria originalcarregador originalcartão de memória 16 gbtripécabosensor cmos de 20,2 mp combinado com o processador digic 7 da canonzoom óptico de 4.2xtela 3 polegadas touch com películagravação de vídeos em full hd 1080wi-fi e nfc",1,https://www.enjoei.com.br/p/canon-powershot-g7x-mark-ii-20-1-megapixels-146149492?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=14,42,758,1 dia,abr/2016,20260710
85,carla,"Brasília, DF",(287 avaliações),jogo pokemon yellow edição especial pikachu gameboy original,1,https://www.enjoei.com.br/p/jogo-pokemon-yellow-gameboy-145958531?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=15,42,758,1 dia,abr/2016,20260710
86,jessica,loja em destaque,(95 avaliações),item mágico dragonfire cannon (canhão de fogo de dragão) para o jogo skylanders: giants. lançado originalmente como parte de um pacote de batalha (battle pack).,1,https://www.enjoei.com.br/p/item-magico-skylanders-dragonfire-cannon-145754882?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,599,297,1 dia,jul/2013,20260710
87,jessica,loja em destaque,(95 avaliações),"boneco skylanders do personagem blast zone, um cavaleiro de armadura mágica pertencente ao elemento fogo. ideal para colecionadores e fãs da franquia skylanders. em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/boneco-skylanders-blast-zone-fogo-145711271?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,599,297,1 dia,jul/2013,20260710
88,jessica,loja em destaque,(95 avaliações),"boneco do personagem boomer da franquia skylanders. o boneco é verde com detalhes em azul e vermelho, e está em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/boneco-skylanders-boomer-145710009?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,599,297,1 dia,jul/2013,20260710
89,jessica,loja em destaque,(95 avaliações),"jogo físico donkey kong country returns, lançado originalmente para o console nintendo wii. o jogo está em ótimo estado de conservação, pronto para ser jogado.",1,https://www.enjoei.com.br/p/jogo-donkey-kong-country-returns-nintendo-wii-145698919?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,599,297,1 dia,jul/2013,20260710
90,jessica,loja em destaque,(95 avaliações),"peça de cenário empire of ice, também conhecida como dlc império do gelo. lançado originalmente como parte de um adventure pack para o jogo skylanders: spyros adventure. item usado em bom estado.",1,https://www.enjoei.com.br/p/skylanders-empire-of-ice-spyros-adventure-145747757?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,599,297,1 dia,jul/2013,20260710
91,carla,"Brasília, DF",(287 avaliações),ipod shuffle rosa 2 gbacompanha cabo usb,1,https://www.enjoei.com.br/p/ipod-shuffle-2gb-rosa-145836767?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=16,42,758,1 dia,abr/2016,20260710
92,hevelly,"Osasco, SP",(1 avaliação),"videogame xbox 360 completo, acompanha kinect, 2 controles e o jogo kinect sports segunda temporada. produto usado e com danos. o abridor de disco não abre, e a caixa de pilhas dos controles estão com mal contato",1,https://www.enjoei.com.br/p/videogame-xbox-360-com-kinect-e-2-controles-usado-com-danos-146179975?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=17,11,8,3 dias,ago/2018,20260710
93,gabriela,"Salto, SP",(0 avaliação),"a capinha é nova e nunca foi usada, está até com etiqueta.samsung a15!!",1,https://www.enjoei.com.br/p/capinha-gocase-original-a15-146267539?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=18,4,0,n/a,jan/2025,20260710
94,acessorios,loja em destaque,(312 avaliações),"pendrive usb de metal com design compacto e resistente, ideal para armazenamento e transferência de arquivos. fácil de transportar, possui função plug & play. perfeito para backup de arquivos e uso como chaveiro.",1,https://www.enjoei.com.br/p/pendrive-usb-metal-chaveiro-144995665?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=19,4 mil,1 mil,1 dia,set/2013,20260710
95,flavio,loja em destaque,(49 avaliações),"chassis de rádio motoradio, ideal para colecionadores ou para quem busca peças para restauração. o item está em estado de conservação conforme as fotos, com sinais de uso e do tempo. perfeito para projetos de restauro ou como peça decorativa vintage.",1,https://www.enjoei.com.br/p/chassis-de-radio-motoradio-144856297?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=20,464,174,1 dia,mai/2013,20260710
96,leonardo,loja em destaque,(59 avaliações),"placa de rede wireless fenvi fv-ac1200, compatível com windows 7/8/10/11. possui wi-fi 5 (802.11ac) e bluetooth 4.0, oferecendo maior capacidade, velocidade e baixa latência. ideal para jogos e vídeos com transmissão rápida. produto novo, na caixa.",1,https://www.enjoei.com.br/p/placa-de-rede-fenvi-fv-ac1200-142089909?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=21,25,111,1 dia,dez/2020,20260710
97,leonardo,loja em destaque,(59 avaliações),"fone de ouvido modelo chanuo buds 2s, concorrente da xiomi, otimo para atividades fisicas e ate mesmo leituras.nunca usado.unissex, cor diferenciada, bateria duradoura.",1,https://www.enjoei.com.br/p/fone-de-ouvido-chanuo-sem-fio-bluetooth-138523887?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=22,25,111,1 dia,dez/2020,20260710
98,leonardo,loja em destaque,(59 avaliações),"switch industrial ethernet diewu, modelo txi036, com 8 portas. ideal para ambientes industriais, oferece conectividade de rede robusta e confiável. produto novo, na caixa.",1,https://www.enjoei.com.br/p/switch-industrial-ethernet-diewu-txi036-8-portas-142050119?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=23,25,111,1 dia,dez/2020,20260710
99,enzo,"são paulo, SP",(0 avaliação),"câmera digital fujifilm x100s em excelente estado de funcionamento e estética. sem riscos e lente sem fungos. acompanha 2 baterias, carregador de bateria, filtro cpl e parasol.",1,https://www.enjoei.com.br/p/camera-digital-fujifilm-x100s-146217160?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=24,6,1,n/a,abr/2026,20260710
100,loja,"Ribeirão Preto, SP",(1 avaliação),"controle xbox one s na cor branca, seminovo e em ótimo estado de conservação. ideal para quem busca um controle de qualidade para seus jogos.",1,https://www.enjoei.com.br/p/controle-xbox-one-s-branco-146159104?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=25,18,5,9 dias,abr/2024,20260710
101,junior,"Campinas, SP",(0 avaliação),"iphone 13 com 128gb de armazenamento, na cor azul. aparelho em excelente estado, funcionando perfeitamente. sem qualquer manutenção. bateria com 69% de saúde. acompanha caixa original, cabo e manual.case magsafe original vendida separadamente",1,https://www.enjoei.com.br/p/iphone-13-128gb-143767247?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=26,4,2,n/a,jul/2016,20260710
102,isabelle,"São Paulo, SP",(0 avaliação),"console xbox one s na cor branca, acompanha um controle também branco. o console está em bom estado de conservação, ideal para quem busca diversão e jogos de alta qualidade.",1,https://www.enjoei.com.br/p/console-xbox-one-s-branco-142343831?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=27,3,0,n/a,mai/2026,20260710
103,jaqueline,loja em destaque,(277 avaliações),capa capinha de celular  para i phone 14 nova . nunca usada,1,https://www.enjoei.com.br/p/capa-capinha-de-celular-145547419?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=28,225,790,2 dias,mai/2021,20260710
104,camilla,loja em destaque,(0 avaliação),"o repetidor de sinal wifi tp-link tl-wa855re é a solução ideal para quem busca ampliar a cobertura da rede sem fio em casa ou no escritório. com uma largura de banda de até 300 mbps e operando na frequência de 2.4 ghz, ele garante uma conexão estável e rápida para todos os seus dispositivos.pouquissimo usado, perfeito estado.",1,https://www.enjoei.com.br/p/tp-link-repetidor-wireless-300mbps-tl-wa850re-branco-146171167?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=29,8,0,n/a,jun/2026,20260710
105,eliane,"Brasília, DF",(5 avaliações),"fone de ouvido philips 1000 series na cor preta, usado pouquíssimas vezes e funcionando perfeitamente. acompanha caixa original com cabo e adaptadores para o fone.",1,https://www.enjoei.com.br/p/fone-de-ouvido-philips-1000-series-preto-142777182?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=30,5,11,2 dias,jan/2015,20260710
106,micaela,"São Paulo, SP",(0 avaliação),"adaptador caddy de 9.5mm para notebook, ideal para adicionar um segundo hdd ou ssd ao seu computador. produto novo, na embalagem original, pronto para uso.",1,https://www.enjoei.com.br/p/adaptador-caddy-9-5mm-146215416?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=1,24,2,n/a,out/2020,20260710
107,gabriel,loja em destaque,(0 avaliação),"caneta pencil wb para ipad, acessório eletrônico de alta precisão na cor preta. possui ponta fina de 1.0mm e tecnologia de palm rejection. a bateria dura aproximadamente 20 horas de uso contínuo e o carregamento é feito via conector usb.",1,https://www.enjoei.com.br/p/caneta-pencil-wb-para-ipad-preta-145861990?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=2,28,0,n/a,jun/2026,20260710
108,marcos,loja em destaque,(126 avaliações),"pulseira disney magic band 2.0 na cor cinza, um dispositivo vestível utilizado para acessar parques e quartos de hotel no walt disney world. em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/pulseira-disney-magic-band-2-0-cinza-145210433?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=3,85,276,1 dia,abr/2021,20260710
109,maria,loja em destaque,(13 avaliações),"laptop infantil da frozen 2, na cor azul, com teclado e tela. acompanha uma bolsinha da frozen, na cor branca com detalhes roxos. ambos os itens estão funcionando perfeitamente.",1,https://www.enjoei.com.br/p/laptop-infantil-frozen-e-bolsinha-145394040?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=4,172,42,1 dia,abr/2026,20260710
110,samantha,loja em destaque,(28 avaliações),"dois jogos da franquia assassins creed para ps3: brotherhood e creed 3. ambos os jogos estão em bom estado de conservação, com as caixas e mídias em perfeito funcionamento. ideal para fãs da série e colecionadores.",1,https://www.enjoei.com.br/p/jogos-ps3-assassins-creed-brotherhood-e-creed-3-145271097?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=5,28,68,2 dias,set/2018,20260710
